sofifa_id,short_name,height_cm,nationality,club,overall,player_positions
243801,D. Dressel,185,Germany,TSV 1860 München,59,CM
243975,G. Kılıç,183,Germany,1. FC Heidenheim 1846,59,"CM, LM"
244472,J. Cajuste,188,Sweden,FC Midtjylland,59,"CDM, CM"
244671,M. Kadlec,183,Austria,FC Admira Wacker Mödling,59,"CAM, CM"
244962,N. Córdova,172,Chile,Unión Española,59,RB
245076,L. Racic,188,Denmark,Brentford,59,CB
245347,M. Bauer,189,Germany,SpVgg Greuther Fürth,59,CB
245756,V. Fernández,180,Chile,Universidad Católica,59,LB
246179,D. van Kaam,175,Netherlands,FC Groningen,59,CAM
246464,J. Theissen,188,Germany,Fortuna Düsseldorf,59,GK
246679,G. Biancone,187,France,KSV Cercle Brugge,59,RB
247108,I. Cechi,179,Argentina,Club Atlético Lanús,59,CM
247857,A. Ariza,187,Colombia,Atlético Bucaramanga,59,"CM, RB"
247930,S. Bouzian,184,Belgium,KV Mechelen,59,GK
248136,A. Jaziri,173,Tunisia,OGC Nice,59,LW
248354,E. Del Ángel,174,Mexico,Monarcas Morelia,59,CDM
251382,Y. Merah,190,Morocco,ESTAC Troyes,59,CB
251551,A. Niangbo,173,Ivory Coast,Wolfsberger AC,59,"ST, RW"
251572,C. Boli,175,France,Racing Club de Lens,59,CAM
251633,M. Skóraś,172,Poland,Raków Częstochowa,59,"RM, LM"
252240,A. Soñora,171,Argentina,Independiente,59,"CAM, LM"
230787,J. Faye Lund,185,Norway,Mjøndalen IF,59,GK
231615,K. Gordon,179,England,Mansfield Town,59,"RM, RWB, RW"
233835,P. Szysz,177,Poland,Zagłębie Lubin,59,ST
236897,M. Moya,167,Argentina,Club Atlético Banfield,59,CAM
237026,D. Itter,184,Germany,VfL Wolfsburg,59,RB
238066,C. Polo,179,Colombia,Independiente Santa Fe,59,CDM
238449,A. Ikedi,198,Nigeria,FK Haugesund,59,"CDM, CM"
239989,T. Vancooten,185,Guyana,Stevenage,59,"CB, RB, LB"
240595,A. Pears,190,England,Middlesbrough,59,GK
241862,A. Al Saluli,195,Saudi Arabia,Al Fayha,59,CB
243211,N. Zedán,180,Chile,CD Palestino,59,ST
245014,S. Janssen,179,Netherlands,VVV-Venlo,59,CM
245611,D. Parkhouse,185,Northern Ireland,Derry City,59,ST
245689,E. Ferigra,188,Ecuador,Ascoli,59,CB
248015,R. Andronic,178,Romania,FC Botoşani,59,"ST, RM"
248373,J. Plascencia,173,Mexico,Club Necaxa,59,CM
251021,V. Mihalcea,170,Romania,FC Voluntari,59,"CAM, LM"
251636,D. Haruț,181,Romania,FC Botoşani,59,RB
227616,A. Wichne,182,Norway,Viking FK,59,GK
229243,T. Wiesner,192,Germany,Fortuna Düsseldorf,59,GK
229731,M. Stevens,180,England,Forest Green Rovers,59,ST
229779,L. Edwards,190,England,Bolton Wanderers,59,CB
232758,R. Sammut,177,Scotland,Sunderland,59,"CDM, CM"
234040,N. Sheron,183,England,Fleetwood Town,59,"CB, CDM"
235800,M. Šverko,187,Croatia,1. FSV Mainz 05,59,LB
235906,M. Grødem,192,Norway,Vålerenga Fotball,59,"CAM, LM"
236256,R. Abarca,181,Chile,CD Cobresal,59,CAM
237479,B. Liddle,170,England,Middlesbrough,59,CM
237503,C. Oduor,176,Kenya,Barnsley,59,"LM, LB"
239673,T. Cordner,189,England,Bournemouth,59,CB
240055,M. Yılmaz,174,Germany,Bayern München II,59,"RB, RM"
240086,M. Lema,171,Austria,SK Sturm Graz,59,RM
241091,B. Scott,187,United States,1. FC Köln,59,GK
242061,T. Ogiwara,175,Japan,Urawa Red Diamonds,59,"LM, LWB"
242449,J. Caballero,180,Colombia,Atlético Bucaramanga,59,RM
243718,R. Koot,185,Netherlands,Fortuna Sittard,59,GK
244001,T. Weiner,191,Germany,Holstein Kiel,59,GK
244342,Y. Boussakou,172,Netherlands,ADO Den Haag,59,LW
244513,I. Sadiq,168,Ghana,FC Nordsjælland,59,RW
244542,K. Kaïboue,182,France,Montpellier HSC,59,CDM
244810,T. Lawal,195,Austria,LASK Linz,59,GK
245391,S. Sy,174,France,Amiens SC,59,LB
246301,L. Poręba,180,Poland,Zagłębie Lubin,59,"CDM, CM"
246843,E. González,180,Argentina,Estudiantes de La Plata,59,GK
247264,A. Seko,183,Japan,Cerezo Osaka,59,CB
248103,R. Gavîrliță,186,Romania,Astra Giurgiu,59,ST
250774,P. Hoppe,180,Germany,Chemnitzer FC,59,"CF, CAM"
250847,S. Sonnenberg,194,Germany,FC Hansa Rostock,59,CB
251048,M. Mihaiu,179,Romania,Dinamo Bucureşti,59,RM
251356,N. Vallys,186,Denmark,Silkeborg IF,59,"LM, CAM, RM"
251518,J. Mangonzo,180,France,Paris FC,59,CM
251959,J. Donkor,176,Belgium,Fortuna Sittard,59,LM
252269,F. Quispel,177,Netherlands,FC Emmen,59,ST
252374,N. Ntolla,185,France,FC Sochaux-Montbéliard,59,ST
252375,Adrián Herrera,179,Spain,CD Numancia,59,ST
252454,H. Ortega,190,Mexico,Club América,59,CB
221867,J. Stobbs,180,England,Sheffield Wednesday,59,"RW, RM"
229922,O. Al Khalaf,176,Saudi Arabia,Ettifaq FC,59,"CDM, RB"
233932,C. O'Toole,175,Australia,Brisbane Roar,59,LB
234205,H. Ito,188,Japan,Nagoya Grampus,59,"CM, CDM"
234264,Jeong Seung Won,170,Korea Republic,Daegu FC,59,"RW, CM, ST"
234288,M. Uusitalo,189,Finland,HJK Helsinki,59,GK
234352,M. Puerta,172,Colombia,Deportivo Cali,59,RB
235956,J. Behounek,180,Germany,SG Sonnenhof Großaspach,59,"RB, CDM"
237347,A. Abdallah,170,Comoros,Grenoble Foot 38,59,LB
238481,M. Al Qahtani,176,Saudi Arabia,Al Wehda,59,"CM, CDM"
238579,Ha Seung Un,178,Korea Republic,Pohang Steelers,59,"ST, CAM"
239076,A. Nurudeen,190,Ghana,KAS Eupen,59,GK
239324,M. Talal,178,France,Amiens SC,59,CM
239835,V. Ekani,190,Cameroon,SønderjyskE,59,"CM, CDM"
240584,B. Verbong,186,Netherlands,VVV-Venlo,59,GK
240681,J. Hoekstra,190,Netherlands,FC Groningen,59,GK
241158,M. Özvardar,184,Turkey,Sivasspor,59,ST
241476,Raúl Sánchez,188,Spain,CD Leganés,59,"LM, LB"
242085,M. Virtue,175,England,Blackpool,59,"CDM, CM"
242154,A. Thurgate,178,Australia,Newcastle Jets,59,CM
243163,D. Grant,173,Republic of Ireland,Bohemian FC,59,"RM, ST"
244000,T. Fleckstein,188,Germany,Holstein Kiel,59,CB
244664,J. Toualy,171,Ivory Coast,KV Kortrijk,59,"LM, RM, CAM"
244764,G. Kakudji,192,Belgium,Royal Antwerp FC,59,"CB, RB"
244889,C. Vanhoutte,182,Belgium,KSV Cercle Brugge,59,"CM, CDM"
245510,A. Hassoun,177,Saudi Arabia,Al Ahli,59,RB
247685,N. Wähling,187,Germany, SSV Jahn Regensburg,59,RM
248240,M. Soula,172,France,Angers SCO,59,RW
251167,S. Raux Yao,196,France,AJ Auxerre,59,CB
251398,H. Cakmak,179,Turkey,FC Würzburger Kickers,59,ST
251607,B. Ilie,177,Romania,Academica Clinceni,59,CM
252007,J. Lozano,170,Mexico,Club Atlas,59,RB
252021,T. Dallinga,180,Netherlands,FC Groningen,59,ST
252398,C. Bîrnoi,181,Romania,Politehnica Iaşi,59,LM
252854,F. Mircer,180,England,Bury,59,CB
212487,M. Rose,188,Scotland,Coventry City,59,CB
227929,R. Wintle,180,England,Crewe Alexandra,59,"CDM, CM"
229643,C. James,183,England,Colchester United,59,"CB, RB, CDM"
230148,W. Tomlinson,178,England,Mansfield Town,59,CM
230677,F. Horsfall,190,England,Macclesfield Town,59,CB
230893,O. Evans,188,Wales,Macclesfield Town,59,GK
231199,H. Odoffin,191,England,Livingston FC,59,"RB, RWB, CB"
231527,I. Diallo,178,Ivory Coast,AC Ajaccio,59,"LB, CB"
232904,A. Al Dawsari,178,Saudi Arabia,Al Nassr,59,CDM
234050,S. Mbaye,190,Senegal,Kristiansund BK,59,GK
234960,D. Rojano,175,Colombia,Deportivo Pasto,59,CDM
236027,J. Brown,178,England,Millwall,59,"RB, RWB"
236398,Asier,175,Spain,CD Lugo,59,RB
236882,Altamirano,179,Spain,Real Betis,59,LW
238197,S. Bone,183,England,Waterford FC,59,"CDM, CB, RB"
239362,A. Aberkane,176,Netherlands,Sparta Rotterdam,59,"RB, CB"
240463,M. Al Majhad,176,Saudi Arabia,Al Fateh,59,"CDM, RB"
241157,T. Sainte-Luce,181,France,Nîmes Olympique,59,LB
243034,Alfon,172,Spain,Albacete BP,59,ST
243634,S. Kodama,166,Japan,Nagoya Grampus,59,"LM, LW, RW"
243719,B. Breukers,176,Netherlands,Fortuna Sittard,59,CM
244012,E. Henschel,185,Germany,Hallescher FC,59,"RM, RB"
244028,S. Belkahia,192,Germany,TSV 1860 München,59,CB
244070,T. Kircher,180,Germany,FC Carl Zeiss Jena,59,"RB, LB"
244729,P. Wienhoven,180,Netherlands,VVV-Venlo,59,CM
244942,S. Guðjohnsen,190,Iceland,Spezia,59,ST
245801,Vinícius Ferreira,180,Brazil,Cracovia,59,LM
247089,Julio Alonso,171,Spain,Real Betis,59,"LB, RB"
247355,S. Patiño,185,United States,Orlando City SC,59,ST
251799,S. Yatağan,180,Turkey,Antalyaspor,59,CAM
251878,F. Borța,175,Romania,Universitatea Craiova,59,RB
252455,Lucas Díaz,188,Switzerland,Racing Santander,59,GK
226950,L. Armstrong,185,England,Salford City,59,ST
230697,E. Robson,178,England,Sunderland,59,"CM, CDM"
230895,A. Wright,183,England,Bohemian FC,59,"ST, RW, LW"
232704,T. Ominami,184,Japan,Júbilo Iwata,59,CB
232769,N. Femia,180,Argentina,Central Córdoba,59,CM
233115,R. Cole,178,England,Brentford,59,"CM, CAM"
233931,K. Rowles,183,Australia,Central Coast Mariners,59,"CB, LB"
235975,A. Al Aryani,173,Saudi Arabia,Al Ittihad,59,"RM, ST"
236237,J. Bolado,181,Argentina,Godoy Cruz,59,GK
236389,T. Holland,171,Republic of Ireland,Waterford FC,59,CM
237782,H. Shoji,187,Japan,Oita Trinita,59,CB
238296,B. Mathis,178,France,Rodez Aveyron Football,59,ST
238347,Joo Hyun Ho,184,Korea Republic,Suwon Samsung Bluewings,59,"LW, ST"
238520,R. Takae,171,Japan,Gamba Osaka,59,"CM, CDM"
239546,C. Libertiaux,185,Belgium,Royal Excel Mouscron,59,GK
240524,M. Ebiye,185,Nigeria,Lillestrøm SK,59,ST
242637,C. Galvin,172,Republic of Ireland,Waterford FC,59,"LM, CAM, RM"
242638,D. Kelly,183,Republic of Ireland,Dundalk,59,RM
243895,D. Salanovic,178,Liechtenstein,FC Thun,59,RM
244036,A. Önal,180,Turkey,MKE Ankaragücü,59,ST
244165,O. Nowak,180,Poland,Wisła Płock,59,ST
244770,F. Manzo,174,Chile,Unión La Calera,59,"CAM, CM"
245530,L. Calderón,175,Argentina,Gimnasia y Esgrima La Plata,59,ST
246400,D. O'Connor,173,Republic of Ireland,Cork City,59,"RM, LM"
246842,M. Centurión,193,Argentina,Argentinos Juniors,59,CB
247474,C. Gasper,183,United States,Minnesota United FC,59,"LB, CB"
247506,M. Freese,193,United States,Philadelphia Union,59,GK
247576,J. Murtin,178,England,Bury,59,CM
247753,E. Zubak,183,United States,LA Galaxy,59,ST
250875,Y. Osée,194,Germany,SV Meppen,59,CB
251013,D. Aravena,178,Chile,Coquimbo Unido,59,CM
251017,M. Maureira,169,Chile,Unión Española,59,CDM
251389,Vidorreta,175,Spain,CD Numancia,59,CM
251498,J. Rojas,185,Bolivia,Bolivia,59,GK
251781,R. Opruț,181,Romania,FC Hermannstadt,59,LB
252266,L. Gabbichler,186,Austria,TSV Hartberg,59,LM
252271,J. Tré,173,France,Paris FC,59,"RB, LB"
210940,S. Perilli,195,Italy,Pisa,59,GK
220774,J. Debayo,183,Nigeria,Cheltenham Town,59,LB
222931,J. Doherty,179,Northern Ireland,Crawley Town,59,LB
225999,F. Lesniak,176,Slovakia,Silkeborg IF,59,CM
227278,G. Berggren,180,Sweden,BK Häcken,59,CM
227870,A. Södlund,185,Norway,Odds BK,59,"RW, LW"
227878,C. Guy,178,England,Blackpool,59,"CM, CDM"
229897,H. Ascroft,183,Australia,Finn Harps,59,"CB, CDM, CM"
230047,F. Ronstadt,179,Germany,FC Würzburger Kickers,59,"RB, RM, LB"
230935,Z. de la Paz,188,Curacao,Oldham Athletic,59,GK
231028,M. Šarkić,192,Montenegro,Livingston FC,59,GK
231396,C. Kelly,191,Republic of Ireland,St. Patrick's Athletic,59,"CB, LB"
233491,J. Kristoffersen,198,Norway,Hobro IK,59,ST
235493,T. Abdullah,170,Saudi Arabia,Al Ittihad,59,"RB, CDM, LB"
238303,K. Velde,179,Norway,FK Haugesund,59,ST
239952,A. Kecskés,190,Hungary,FC Lugano,59,CB
240642,A. Sosa,183,Argentina,Unión de Santa Fe,59,GK
241969,D. Martinović,179,Croatia,SG Sonnenhof Großaspach,59,ST
242812,K. Ødemarksbakken,181,Norway,Lillestrøm SK,59,LM
244663,M. Spasić,180,Serbia,FC Admira Wacker Mödling,59,"LB, LM, LWB"
245220,A. Camara,195,Senegal,KV Kortrijk,59,CB
245855,D. Chambost,177,France,ESTAC Troyes,59,CAM
246650,N. Sommer,179,Germany,SG Sonnenhof Großaspach,59,RB
246759,R. Hove,195,Norway,Viking FK,59,CB
247332,B. Rojas,182,Costa Rica,Tromsø IL,59,ST
251056,A. Ureche,185,Romania,Academica Clinceni,59,GK
251286,F. Rüdlin,176,Germany,SC Freiburg,59,CDM
251333,N. Galle,186,Germany,Hallescher FC,59,"LB, LM"
251467,C. Euschen,185,Germany,SV Wehen Wiesbaden,59,ST
251571,D. Dugourd,194,Switzerland,Neuchâtel Xamax,59,"ST, RM"
252546,C. Gyeboaho,196,France,Grenoble Foot 38,59,CM
252715,R. Sila,185,France,Paris FC,59,LM
211203,S. Long,179,England,Oxford United,59,RB
212392,R. Stewart,188,Scotland,Livingston FC,59,GK
220994,J. Bridge,178,England,Carlisle United,59,"CAM, LM"
222081,N. Sandberg,183,Norway,FK Haugesund,59,"CM, LM"
223180,N. Anderton,188,England,Blackpool,59,LB
224292,M. Gonçalves,174,Switzerland,Servette FC,59,RB
225498,L. Sutton,180,England,Scunthorpe United,59,"CM, RB"
229504,F. Lauenborg,181,Denmark,Randers FC,59,CM
230757,A. Di Grazia,175,Italy,Pescara,59,"RW, LW, ST"
232362,R. de Vos,182,Netherlands,FC Emmen,59,CM
232538,K. Sugimori,173,Japan,Nagoya Grampus,59,"LM, LW"
233185,Oh In-Pyo,178,Korea Republic,LASK Linz,59,"RM, LM, CAM"
233197,Gui Hong,185,China PR,Guangzhou R&F FC,59,ST
235820,P. Gartler,185,Austria,SK Rapid Wien,59,GK
237220,C. Odoi-Atsem,178,United States,DC United,59,"RB, LB"
238044,S. Al Khayri,173,Saudi Arabia,Ettifaq FC,59,"RB, CB"
238919,J. Pantemis,191,Canada,Montreal Impact,59,GK
238920,J. Córdova,165,Canada,CD Huachipato,59,"RB, LB"
241344,Yang Liyu,181,China PR,Guangzhou Evergrande Taobao FC,59,"RM, ST"
241915,S. Sørløkk,187,Norway,Ranheim Fotball,59,CM
241955,S. Amin,182,Syria,Örebro SK,59,CM
242391,M. Pattier,184,France,FC Lorient,59,GK
242955,A. de Jong,181,New Zealand,New Zealand,59,"CF, CAM, ST"
243528,Kim Tae Han,183,Korea Republic,Daegu FC,59,CB
244119,P. Patron,191,France,Le Mans FC,59,GK
246664,A. Hansen,183,Norway,Mjøndalen IF,59,RB
247044,Adrià López,165,Spain,Ranheim Fotball,59,"CM, CAM"
247278,A. Gutman,180,United States,FC Cincinnati,59,"LB, LM"
251005,M. Mohammed,185,Saudi Arabia,Al Adalah,59,ST
251033,A. Ouhafsa,178,France,Rodez Aveyron Football,59,ST
251620,J. Bumbu,181,France,Amiens SC,59,"CM, CDM"
251906,S. Al Abbas,177,Saudi Arabia,Al Nassr,59,ST
252318,R. Behounek,187,Austria,SV Mattersburg,59,"CB, RB"
207803,J. Bojang,183,Gambia,Mjøndalen IF,59,RW
215204,B. Goodship,180,England,Southend United,59,"ST, LW"
220187,M. Jay,169,England,Exeter City,59,"ST, CAM, LM"
222820,E. Salles,187,France,Grenoble Foot 38,59,GK
223011,F. Sollacaro,181,France,AC Ajaccio,59,GK
223907,P. Johansson,185,Sweden,Kalmar FF,59,"RWB, CB"
225061,A. Al Ruhaili,189,Saudi Arabia,Al Raed,59,GK
225067,J. Coustrain,173,Republic of Ireland,Cork City,59,"RM, LM"
227529,M. Hudson,193,England,Preston North End,59,GK
228757,M. Mathisen,185,Denmark,Falkenbergs FF,59,"CM, CB, CDM"
229607,G. Mells,178,Australia,Brisbane Roar,59,"CM, CDM"
235375,A. Quintana,195,Colombia,Atlético Nacional,59,GK
236946,N. Baeza,175,Chile,CD Huachipato,59,"LB, LM"
240207,Liu Yang,184,China PR,Shandong Luneng TaiShan FC,59,"LB, LM, RM"
240886,R. Menayese,190,Wales,Bristol Rovers,59,CB
240993,M. Al Shahrani,167,Saudi Arabia,Damac FC,59,"RM, CAM, CM"
242766,N. Jackson,185,United States,Colorado Rapids,59,ST
243737,M. Kamenz,188,Germany,FSV Zwickau,59,GK
246354,S. Tanasijević,183,Serbia,Paris FC,59,CB
246872,M. Sylla,189,France,Oldham Athletic,59,"CDM, CM"
247254,M. Burruchaga,174,Argentina,Chievo Verona,59,CM
247636,A. Perez,183,United States,Los Angeles FC,59,RW
247966,R. Trif,180,Romania,Gaz Metan Mediaş,59,LB
248081,M. Chelaru,185,Romania,Politehnica Iaşi,59,CM
251646,J. Papeau,179,France,Amiens SC,59,CAM
252363,L. Vella,176,Argentina,Godoy Cruz,59,RM
252434,M. Mawa,182,Norway,Strømsgodset IF,59,"ST, LM"
252742,T. Chunchukov,181,Bulgaria,Bulgaria,59,ST
252761,J. Gottesman,175,Uruguay,Atlético Huila,59,CDM
200714,H. Hope,179,England,Carlisle United,59,"CF, LM"
202079,D. Blazevic,190,Sweden,Hammarby IF,59,GK
203424,E. Whitehouse,180,England,Grimsby Town,59,"CM, CAM"
205708,S. Scognamillo,183,Italy,Trapani,59,"CB, LB"
206039,J. Jones,185,Northern Ireland,Salford City,59,"CDM, CB"
206082,K. Callan-McFadden,183,Republic of Ireland,Sligo Rovers,59,"CB, RB, CDM"
206566,M. Crocombe,194,New Zealand,Brisbane Roar,59,GK
210426,C. Villanueva,184,Mexico,Guadalajara,59,RB
214525,D. Richards,181,Wales,Crewe Alexandra,59,GK
215812,Érico Sousa,173,Portugal,Accrington Stanley,59,"LM, CAM"
216249,P. Milde,178,Germany,Chemnitzer FC,59,"LM, LB, RM"
219874,A. Dales,181,England,Scunthorpe United,59,"LM, RM"
220985,J. Brattberg,200,Sweden,Falkenbergs FF,59,GK
221845,Han Rongze,191,China PR,Shandong Luneng TaiShan FC,59,GK
232216,Kim Gyeong Jae,183,Korea Republic,Sangju Sangmu FC,59,"CB, RB, RM"
242088,Y. Wakizaka,172,Japan,Kawasaki Frontale,59,CM
242584,Y. Akiyama,171,Japan,Júbilo Iwata,59,"LB, LM"
243832,K. Partida,173,United States,San Jose Earthquakes,59,"LB, CM"
246557,L. Corbu,174,Romania,Dinamo Bucureşti,59,RB
247009,V. Dragsnes,187,Norway,Mjøndalen IF,59,"LB, CM"
247104,B. McDriscoll,193,England,Bury,59,GK
247589,A. Monksfield,182,England,Bury,59,"LWB, LB"
248183,V. Yuel,182,Australia,Western United FC,59,"RW, LW, ST"
251584,C. Häusl,186,Germany,SG Sonnenhof Großaspach,59,"CB, CDM, RB"
252023,J. Sánchez,173,Mexico,Club León,59,CM
252356,T. Egert,192,Czech Republic,Oldham Athletic,59,CB
252529,S. Sahiti,178,Kosovo,Wisła Płock,59,RM
200942,A. McCarey,188,Republic of Ireland,Dundalk,59,GK
202973,Kwon Tae Ahn,190,Korea Republic,Sangju Sangmu FC,59,GK
213502,R. Cornwall,183,Republic of Ireland,Bohemian FC,59,CB
214644,Álex Portillo,180,Spain,IF Elfsborg,59,"CB, LB"
215285,D. Carr,180,England,Shamrock Rovers,59,"ST, LM"
220306,A. Ceesay,189,Gambia,FC Zürich,59,ST
222471,J. Rasheed,191,Norway,BK Häcken,59,GK
222628,Chu Jinzhao,175,China PR,Tianjin Quanjian FC,59,"CB, RB, LB"
224554,Gao Jiarun,183,China PR,Tianjin TEDA FC,59,"CB, CDM, CM"
227970,Wang Peng,185,China PR,Shenzhen FC,59,"CB, CM"
229914,E. Osadebe,188,Republic of Ireland,Macclesfield Town,59,CM
231031,S. Kaya,178,Turkey,Göztepe SK,59,ST
234412,A. Nadesan,188,England,Crawley Town,59,"ST, RW"
237190,T. Brewitt,185,England,Morecambe,59,CB
243800,S. Seferings,185,Germany,TSV 1860 München,59,CAM
246830,Y. Orozco,172,Colombia,Alianza Petrolera,59,CM
247195,Liu Yun,175,China PR,Wuhan Zall,59,"RM, RW, LM"
250846,Y. Omar,182,Niger,Al Hazem,59,ST
251443,L. Mickels,177,Germany,MSV Duisburg,59,"LM, ST"
251684,J. Tunnicliffe,186,England,Crawley Town,59,CB
252778,R. Crawford,179,Scotland,Livingston FC,59,"CM, CAM"
252807,S. Dikmen,179,Turkey,Gençlerbirliği SK,59,CDM
206659,J. McLaughlin,173,United States,FC Cincinnati,59,CM
215365,L. Forte,175,Italy,Pescara,59,"ST, LW"
221182,S. Al Sharif,174,Saudi Arabia,Abha Club,59,"CDM, CM"
224318,O. Sterling-James,177,St Kitts Nevis,Mansfield Town,59,"RM, ST"
224526,J. Lyden,178,Australia,Swindon Town,59,CM
224620,Zhang Yi,181,China PR,Shanghai SIPG FC,59,CM
234322,Park Byung Hyun,184,Korea Republic,Daegu FC,59,CB
235481,A. Al Shamrani,175,Saudi Arabia,Al Hazem,59,CB
235881,M. Eid,183,Palestine,Kalmar FF,59,ST
242132,D. Sánchez,180,Colombia,Cúcuta Deportivo,59,LB
246394,E. Østensen,183,Norway,Viking FK,59,ST
199139,S. Folan,185,Republic of Ireland,Dundalk,59,CB
204426,J. Melling,174,Australia,Central Coast Mariners,59,CDM
211290,M. Rozwandowicz,184,Poland,LKS Lodz,59,"CB, CDM"
212450,Park Yong Ji,183,Korea Republic,Sangju Sangmu FC,59,"ST, RM"
222621,Du Jia,186,China PR,Tianjin TEDA FC,59,GK
224602,Zhang Wei,176,China PR,Shanghai SIPG FC,59,"LB, LM"
228267,A. DeJohn,183,United States,Orlando City SC,59,"CB, RB"
228359,N. Zulciak,173,Germany,FC Würzburger Kickers,59,CAM
237909,R. Michibuchi,177,Japan,Vegalta Sendai,59,"RM, CAM, CM"
244498,K. Szymański,191,Poland,Lech Poznań,59,GK
247175,D. Leverock,195,Bermuda,Sligo Rovers,59,CB
248072,A. Cobrea,188,Romania,Politehnica Iaşi,59,GK
248181,I. Levchenko,190,Ukraine,AFC Eskilstuna,59,GK
194679,M. Halstead,191,England,Morecambe,59,GK
194784,M. Ivanov,185,Bulgaria,AFC Eskilstuna,59,GK
197974,A. Dawson,175,England,Macclesfield Town,59,RM
198162,F. Mveng,176,Switzerland,Neuchâtel Xamax,59,"CM, CDM"
201419,G. Shaw,196,Republic of Ireland,St. Patrick's Athletic,59,ST
201457,V. Oliver,188,England,Northampton Town,59,ST
203512,B. Cevahir,180,Turkey,Yeni Malatyaspor,59,LB
206200,D. Clarke,178,Republic of Ireland,St. Patrick's Athletic,59,"LM, RM, ST"
219737,C. McAleer,175,Northern Ireland,Finn Harps,59,"RM, LM, ST"
221589,J. Ingham,180,New Zealand,Brisbane Roar,59,RW
224016,B. Kalinkowski,182,Poland,LKS Lodz,59,"CDM, CM"
226189,Lü Haidong,180,China PR,Shenzhen FC,59,"LB, LM"
228077,Wang Qiuming,173,China PR,Hebei China Fortune FC,59,"LM, CM"
228611,D. Al Saeed,180,Saudi Arabia,Al Hazem,59,GK
235386,R. Peña,171,Mexico,Querétaro,59,RB
241502,K. Athiu,201,South Sudan,Melbourne Victory,59,ST
247587,P. O'Vich,192,England,Bury,59,ST
250920,K. Heemskerk,194,Netherlands,RKC Waalwijk,59,GK
251032,N. Ouammou,181,France,Rodez Aveyron Football,59,LM
251739,V. Boral,183,India,India,59,GK
19521,J. Ibehre,194,England,Cambridge United,59,ST
53960,S. Russell,183,England,Grimsby Town,59,GK
104900,M. Gurski,189,Germany,SpVgg Unterhaching,59,GK
140300,P. Cherrie,188,Scotland,Derry City,59,GK
140424,C. Beardsley,183,England,Burton Albion,59,ST
149662,A. Bennett,188,Republic of Ireland,Cork City,59,CB
169725,I. Miller,191,England,Tranmere Rovers,59,ST
172235,E. Zeneli,168,Finland,HJK Helsinki,59,"LW, RW"
176844,G. Ruíz,190,Mexico,Querétaro,59,GK
180181,K. Browne,191,Republic of Ireland,Waterford FC,59,CB
182036,Ai Zhibo,188,China PR,Wuhan Zall,59,CB
182037,Yao Hanlin,175,China PR,Wuhan Zall,59,"CAM, RW"
182362,Tan Wangsong,180,China PR,Tianjin TEDA FC,59,"RB, LB"
188227,C. Mfuyi,184,DR Congo,Servette FC,59,CB
188831,J. Martin,183,England,Northampton Town,59,LB
189625,J. Turley,188,England,Leyton Orient,59,"CB, RB"
189810,S. Duggan,171,Republic of Ireland,Waterford FC,59,"CM, CDM, CAM"
190033,D. Webster,187,Republic of Ireland,St. Patrick's Athletic,59,"CB, RB"
191563,T. Miyazaki,170,Japan,Júbilo Iwata,59,"LM, LB, CDM"
191677,Ahn Seong Nam,176,Korea Republic,Gyeongnam FC,59,"CDM, CAM, RB"
193651,G. Gillespie,176,Scotland,Derry City,59,"CM, CDM"
200593,Ha Sung Min,184,Korea Republic,Gyeongnam FC,59,"CM, RM"
203539,K. Devaney,179,Republic of Ireland,Bohemian FC,59,"LM, RM"
204494,A. Riemann,183,Germany,VfL Osnabrück,59,LM
208338,M. Kozioł,199,Poland,Korona Kielce,59,GK
208995,S. Al Dosari,178,Saudi Arabia,Al Fateh,59,RM
210795,M. Al Burayh,183,Saudi Arabia,Al Adalah,59,CB
212532,Lee Sang Hyeob,176,Korea Republic,Sangju Sangmu FC,59,CM
213333,O. Ashoor,170,Saudi Arabia,Abha Club,59,"RB, LB"
219936,M. Al Wakid,182,Saudi Arabia,Al Hilal,59,GK
221786,Bae Seung Jin,182,Korea Republic,Gyeongnam FC,59,CDM
222174,Shi Liang,178,China PR,Beijing Renhe FC,59,"CM, CDM"
222179,Jin Pengxiang,187,China PR,Guangzhou R&F FC,59,"RB, CB"
222181,Yang Boyu,185,China PR,Jiangsu Suning FC,59,CB
222191,Sun Bo,177,China PR,Dalian YiFang FC,59,"LW, RW"
222277,Zhang Yuan,185,China PR,Shenzhen FC,59,"RB, RM"
222563,F. Al Marwani,181,Saudi Arabia,Abha Club,59,CB
224731,Zhang Lu,181,China PR,Shanghai Greenland Shenhua FC,59,"RM, CM, RB"
225716,A. Ablet,178,China PR,Henan Jianye FC,59,"LWB, LW"
226837,Li Chao,178,China PR,Wuhan Zall,59,CB
231674,C. Coll,178,Republic of Ireland,Derry City,59,"LB, LWB, CB"
232258,Song Wenjie,185,China PR,Shandong Luneng TaiShan FC,59,RM
234476,A. Albers,193,Denmark, SSV Jahn Regensburg,59,ST
236748,E. Sivertsen,179,Norway,Kristiansund BK,59,LB
237751,Y. Nishibe,187,Japan,Shimizu S-Pulse,59,GK
239470,S. Beyaz,176,Turkey,Yeni Malatyaspor,59,"LM, RM, LB"
239858,Song Long,181,China PR,Shandong Luneng TaiShan FC,59,"RB, LB, CDM"
243601,D. Fitzpatrick,179,England,Macclesfield Town,59,"LB, LWB"
244027,K. Böhnlein,183,Germany,TSV 1860 München,59,"CDM, LB"
